dateTime,ping
26/11/2023 22:37,20.31
26/11/2023 22:37,20.33
26/11/2023 22:37,20.38
26/11/2023 22:37,20.36
26/11/2023 22:37,22.35
26/11/2023 22:37,20.36
26/11/2023 22:37,20.40
26/11/2023 22:37,20.40
26/11/2023 22:37,20.38
26/11/2023 22:37,20.41
26/11/2023 22:37,21.66
26/11/2023 22:37,20.36
26/11/2023 22:37,20.36
26/11/2023 22:37,20.41
26/11/2023 22:38,20.36
26/11/2023 22:38,20.41
26/11/2023 22:38,21.88
26/11/2023 22:38,20.40
26/11/2023 22:38,20.35
26/11/2023 22:38,20.35
26/11/2023 22:38,20.31
26/11/2023 22:38,21.28
26/11/2023 22:38,20.38
26/11/2023 22:38,20.41
26/11/2023 22:38,20.40
26/11/2023 22:38,20.35
26/11/2023 22:38,20.41
26/11/2023 22:38,20.40
26/11/2023 22:38,20.43
26/11/2023 22:38,20.41
26/11/2023 22:38,20.38
26/11/2023 22:38,20.33
26/11/2023 22:38,20.31
26/11/2023 22:38,20.38
26/11/2023 22:38,21.96
26/11/2023 22:38,20.35
26/11/2023 22:38,20.33
26/11/2023 22:38,
26/11/2023 22:38,20.38
26/11/2023 22:38,20.38
26/11/2023 22:38,20.36
26/11/2023 22:38,20.45
26/11/2023 22:38,
26/11/2023 22:38,20.40
26/11/2023 22:38,20.38
26/11/2023 22:38,20.41
26/11/2023 22:38,20.41
26/11/2023 22:38,20.95
26/11/2023 22:39,20.33
26/11/2023 22:39,20.43
26/11/2023 22:39,20.38
26/11/2023 22:39,20.41
26/11/2023 22:39,20.40
26/11/2023 22:39,21.46
26/11/2023 22:39,20.33
26/11/2023 22:39,20.40
26/11/2023 22:39,20.41
26/11/2023 22:39,20.33
26/11/2023 22:39,20.31
26/11/2023 22:39,22.70
26/11/2023 22:39,20.41
26/11/2023 22:39,20.38
26/11/2023 22:39,20.40
26/11/2023 22:39,20.35
26/11/2023 22:39,20.33
26/11/2023 22:39,20.36
26/11/2023 22:39,20.35
26/11/2023 22:39,20.41
26/11/2023 22:39,20.36
26/11/2023 22:39,20.33
26/11/2023 22:39,20.43
26/11/2023 22:39,20.36
26/11/2023 22:39,20.31
26/11/2023 22:39,20.33
26/11/2023 22:39,20.33
26/11/2023 22:39,20.30
26/11/2023 22:39,20.38
26/11/2023 22:39,20.50
26/11/2023 22:39,20.36
26/11/2023 22:39,20.38
26/11/2023 22:39,20.35
26/11/2023 22:39,20.40
26/11/2023 22:39,20.35
26/11/2023 22:39,20.36
26/11/2023 22:39,20.33
26/11/2023 22:39,20.36
26/11/2023 22:39,20.38
26/11/2023 22:39,20.33
26/11/2023 22:39,20.33
26/11/2023 22:39,20.35
26/11/2023 22:39,20.33
26/11/2023 22:39,20.35
26/11/2023 22:39,20.40
26/11/2023 22:39,20.40
26/11/2023 22:39,20.40
26/11/2023 22:39,20.36
26/11/2023 22:40,20.36
26/11/2023 22:40,20.38
26/11/2023 22:40,20.41
26/11/2023 22:40,20.31
26/11/2023 22:40,20.35
26/11/2023 22:40,20.30
26/11/2023 22:40,20.31
26/11/2023 22:40,21.56
26/11/2023 22:40,20.33
26/11/2023 22:40,20.31
26/11/2023 22:40,20.40
26/11/2023 22:40,
26/11/2023 22:40,
26/11/2023 22:40,20.40
26/11/2023 22:40,20.35
26/11/2023 22:40,20.35
26/11/2023 22:40,20.41
26/11/2023 22:40,20.30
26/11/2023 22:40,20.40
26/11/2023 22:40,20.38
26/11/2023 22:40,20.86
26/11/2023 22:40,20.38
26/11/2023 22:40,20.35
26/11/2023 22:40,20.41
26/11/2023 22:40,20.33
26/11/2023 22:40,
26/11/2023 22:41,20.36
26/11/2023 22:41,22.28
26/11/2023 22:41,20.38
26/11/2023 22:41,20.30
26/11/2023 22:41,20.33
26/11/2023 22:41,20.30
26/11/2023 22:41,20.40
26/11/2023 22:41,21.53
26/11/2023 22:41,20.35
26/11/2023 22:41,20.35
26/11/2023 22:41,20.38
26/11/2023 22:41,20.35
26/11/2023 22:41,20.31
26/11/2023 22:41,21.75
26/11/2023 22:41,20.36
26/11/2023 22:41,20.38
26/11/2023 22:41,20.35
26/11/2023 22:41,20.31
26/11/2023 22:41,20.38
26/11/2023 22:41,20.30
26/11/2023 22:41,20.38
26/11/2023 22:41,20.33
26/11/2023 22:41,20.38
26/11/2023 22:41,20.40
26/11/2023 22:41,20.35
26/11/2023 22:41,20.38
26/11/2023 22:41,
26/11/2023 22:41,20.33
26/11/2023 22:41,20.40
26/11/2023 22:41,20.35
26/11/2023 22:41,20.40
26/11/2023 22:41,20.31
26/11/2023 22:41,20.93
26/11/2023 22:41,20.33
26/11/2023 22:41,20.35
26/11/2023 22:41,20.35
26/11/2023 22:41,20.41
26/11/2023 22:41,20.36
26/11/2023 22:41,20.40
26/11/2023 22:41,20.38
26/11/2023 22:41,20.41
26/11/2023 22:41,20.33
26/11/2023 22:42,20.31
26/11/2023 22:42,20.35
26/11/2023 22:42,22.56
26/11/2023 22:42,20.36
26/11/2023 22:42,20.40
26/11/2023 22:42,20.33
26/11/2023 22:42,20.38
26/11/2023 22:42,20.40
26/11/2023 22:42,20.88
26/11/2023 22:42,20.31
26/11/2023 22:42,20.31
26/11/2023 22:42,20.35
26/11/2023 22:42,20.18
26/11/2023 22:42,20.38
26/11/2023 22:42,20.41
26/11/2023 22:42,20.31
26/11/2023 22:42,
26/11/2023 22:42,20.33
26/11/2023 22:42,20.40
26/11/2023 22:42,20.38
26/11/2023 22:42,20.38
26/11/2023 22:42,20.40
26/11/2023 22:42,20.38
26/11/2023 22:42,20.38
26/11/2023 22:42,20.33
26/11/2023 22:42,20.33
26/11/2023 22:42,20.33
26/11/2023 22:42,20.31
26/11/2023 22:42,20.38
26/11/2023 22:42,20.45
26/11/2023 22:42,20.31
26/11/2023 22:42,20.36
26/11/2023 22:42,20.41
26/11/2023 22:42,20.45
26/11/2023 22:42,20.43
26/11/2023 22:42,20.35
26/11/2023 22:42,20.36
26/11/2023 22:42,20.38
26/11/2023 22:42,20.40
26/11/2023 22:42,20.33
26/11/2023 22:42,20.35
26/11/2023 22:42,20.40
26/11/2023 22:42,20.31
26/11/2023 22:43,20.38
26/11/2023 22:43,20.33
26/11/2023 22:43,20.35
26/11/2023 22:43,20.38
26/11/2023 22:43,20.40
26/11/2023 22:43,20.66
26/11/2023 22:43,20.36
26/11/2023 22:43,20.40
26/11/2023 22:43,20.40
26/11/2023 22:43,20.20
26/11/2023 22:43,20.36
26/11/2023 22:43,21.43
26/11/2023 22:43,20.33
26/11/2023 22:43,20.38
26/11/2023 22:43,20.38
26/11/2023 22:43,20.33
26/11/2023 22:43,20.35
26/11/2023 22:43,21.43
26/11/2023 22:43,20.38
26/11/2023 22:43,20.36
26/11/2023 22:43,20.38
26/11/2023 22:43,20.43
26/11/2023 22:43,22.08
26/11/2023 22:43,20.28
26/11/2023 22:43,20.40
26/11/2023 22:43,20.38
26/11/2023 22:43,20.40
26/11/2023 22:43,20.33
26/11/2023 22:43,20.33
26/11/2023 22:43,20.33
26/11/2023 22:43,20.38
26/11/2023 22:43,20.28
26/11/2023 22:43,20.36
26/11/2023 22:43,20.35
26/11/2023 22:43,20.31
26/11/2023 22:43,20.38
26/11/2023 22:43,20.31
26/11/2023 22:43,20.38
26/11/2023 22:43,20.33
26/11/2023 22:43,20.35
26/11/2023 22:43,20.40
26/11/2023 22:43,22.13
26/11/2023 22:43,20.28
26/11/2023 22:43,20.33
26/11/2023 22:43,20.35
26/11/2023 22:43,20.36
26/11/2023 22:43,20.33
26/11/2023 22:43,22.00
26/11/2023 22:43,20.33
26/11/2023 22:43,20.28
26/11/2023 22:43,20.36
26/11/2023 22:44,20.40
26/11/2023 22:44,20.35
26/11/2023 22:44,20.48
26/11/2023 22:44,20.36
26/11/2023 22:44,20.35
26/11/2023 22:44,20.40
26/11/2023 22:44,20.41
26/11/2023 22:44,20.31
26/11/2023 22:44,20.35
26/11/2023 22:44,20.38
26/11/2023 22:44,20.38
26/11/2023 22:44,20.30
26/11/2023 22:44,20.28
26/11/2023 22:44,20.28
26/11/2023 22:44,20.35
26/11/2023 22:44,20.40
26/11/2023 22:44,20.38
26/11/2023 22:44,20.33
26/11/2023 22:44,20.36
26/11/2023 22:44,20.33
26/11/2023 22:44,20.35
26/11/2023 22:44,20.33
26/11/2023 22:44,20.31
26/11/2023 22:44,20.38
26/11/2023 22:44,20.35
26/11/2023 22:44,20.35
26/11/2023 22:44,20.38
26/11/2023 22:44,20.38
26/11/2023 22:44,20.45
26/11/2023 22:44,20.36
26/11/2023 22:44,20.38
26/11/2023 22:44,20.31
26/11/2023 22:44,20.35
26/11/2023 22:44,20.36
26/11/2023 22:44,20.36
26/11/2023 22:44,20.33
26/11/2023 22:44,20.35
26/11/2023 22:44,20.31
26/11/2023 22:44,20.33
26/11/2023 22:44,20.41
26/11/2023 22:44,20.31
26/11/2023 22:44,20.55
26/11/2023 22:44,20.40
26/11/2023 22:44,20.40
26/11/2023 22:45,
26/11/2023 22:45,20.35
26/11/2023 22:45,20.36
26/11/2023 22:45,20.36
26/11/2023 22:45,21.16
26/11/2023 22:45,20.40
26/11/2023 22:45,20.40
26/11/2023 22:45,20.33
26/11/2023 22:45,20.31
26/11/2023 22:45,20.50
26/11/2023 22:45,20.38
26/11/2023 22:45,20.41
26/11/2023 22:45,20.33
26/11/2023 22:45,20.36
26/11/2023 22:45,20.38
26/11/2023 22:45,22.68
26/11/2023 22:45,20.21
26/11/2023 22:45,20.38
26/11/2023 22:45,20.40
26/11/2023 22:45,20.41
26/11/2023 22:45,20.45
26/11/2023 22:45,20.33
26/11/2023 22:45,20.38
26/11/2023 22:45,20.28
26/11/2023 22:45,20.31
26/11/2023 22:45,20.40
26/11/2023 22:45,20.40
26/11/2023 22:45,20.61
26/11/2023 22:45,20.35
26/11/2023 22:45,20.36
26/11/2023 22:45,20.38
26/11/2023 22:45,20.40
26/11/2023 22:45,20.35
26/11/2023 22:45,
26/11/2023 22:45,21.91
26/11/2023 22:45,20.41
26/11/2023 22:45,20.35
26/11/2023 22:45,20.33
26/11/2023 22:45,20.33
26/11/2023 22:45,20.31
26/11/2023 22:46,
26/11/2023 22:46,20.36
26/11/2023 22:46,20.35
26/11/2023 22:46,20.33
26/11/2023 22:46,20.38
26/11/2023 22:46,20.31
26/11/2023 22:46,20.33
26/11/2023 22:46,20.35
26/11/2023 22:46,20.35
26/11/2023 22:46,
26/11/2023 22:46,20.36
26/11/2023 22:46,20.36
26/11/2023 22:46,21.08
26/11/2023 22:46,20.36
26/11/2023 22:46,20.40
26/11/2023 22:46,20.40
26/11/2023 22:46,20.36
26/11/2023 22:46,20.33
26/11/2023 22:46,
26/11/2023 22:46,20.33
26/11/2023 22:46,20.35
26/11/2023 22:46,20.31
26/11/2023 22:46,20.28
26/11/2023 22:47,
26/11/2023 22:47,20.36
26/11/2023 22:47,20.33
26/11/2023 22:47,20.33
26/11/2023 22:47,20.35
26/11/2023 22:47,20.38
26/11/2023 22:47,20.38
26/11/2023 22:47,20.36
26/11/2023 22:47,20.43
26/11/2023 22:47,20.33
26/11/2023 22:47,20.45
26/11/2023 22:47,20.40
26/11/2023 22:47,21.90
26/11/2023 22:47,20.33
26/11/2023 22:47,20.31
26/11/2023 22:47,20.31
26/11/2023 22:47,20.28
26/11/2023 22:47,20.38
26/11/2023 22:47,21.28
26/11/2023 22:47,20.33
26/11/2023 22:47,20.36
26/11/2023 22:47,20.43
26/11/2023 22:47,20.40
26/11/2023 22:47,20.41
26/11/2023 22:47,21.56
26/11/2023 22:47,20.35
26/11/2023 22:47,20.38
26/11/2023 22:47,20.36
26/11/2023 22:47,20.40
26/11/2023 22:47,
26/11/2023 22:47,20.40
26/11/2023 22:47,20.30
26/11/2023 22:47,20.33
26/11/2023 22:47,20.33
26/11/2023 22:47,20.31
26/11/2023 22:47,20.31
26/11/2023 22:47,20.35
26/11/2023 22:48,20.36
26/11/2023 22:48,20.36
26/11/2023 22:48,20.40
26/11/2023 22:48,20.36
26/11/2023 22:48,20.36
26/11/2023 22:48,21.81
26/11/2023 22:48,20.35
26/11/2023 22:48,20.41
26/11/2023 22:48,20.36
26/11/2023 22:48,20.35
26/11/2023 22:48,
26/11/2023 22:48,20.31
26/11/2023 22:48,20.55
26/11/2023 22:48,20.38
26/11/2023 22:48,20.38
26/11/2023 22:48,20.40
26/11/2023 22:48,20.33
26/11/2023 22:48,20.36
26/11/2023 22:48,21.10
26/11/2023 22:48,20.36
26/11/2023 22:48,20.25
26/11/2023 22:48,20.40
26/11/2023 22:48,20.43
26/11/2023 22:48,20.41
26/11/2023 22:48,20.93
26/11/2023 22:48,20.35
26/11/2023 22:48,20.38
26/11/2023 22:48,20.35
26/11/2023 22:48,20.26
26/11/2023 22:48,20.41
26/11/2023 22:48,21.05
26/11/2023 22:48,
26/11/2023 22:48,20.35
26/11/2023 22:48,20.36
26/11/2023 22:49,20.40
26/11/2023 22:49,20.40
26/11/2023 22:49,20.41
26/11/2023 22:49,20.35
26/11/2023 22:49,20.41
26/11/2023 22:49,20.33
26/11/2023 22:49,20.41
26/11/2023 22:49,20.33
26/11/2023 22:49,20.36
26/11/2023 23:17,25.03
26/11/2023 23:17,25.08
26/11/2023 23:21,25.08
26/11/2023 23:21,25.01
26/11/2023 23:21,25.08
26/11/2023 23:21,25.03
26/11/2023 23:21,25.06
26/11/2023 23:21,25.08
26/11/2023 23:21,25.08
26/11/2023 23:21,25.11
26/11/2023 23:21,
26/11/2023 23:21,25.13
26/11/2023 23:21,25.15
26/11/2023 23:21,25.13
26/11/2023 23:34,25.00
26/11/2023 23:34,25.00
26/11/2023 23:34,25.01
26/11/2023 23:34,25.05
26/11/2023 23:34,25.00
26/11/2023 23:34,25.11
26/11/2023 23:34,25.01
26/11/2023 23:34,25.48
26/11/2023 23:34,25.06
26/11/2023 23:34,25.05
26/11/2023 23:34,25.10
